,country,region_1,variety,points_median,location,address,point,latitude,longitude,altitude
0,Argentina,Agrelo,Red Blend,92.0,"Agrelo, Argentina","Agrelo, Distrito Agrelo, Departamento Luján de Cuyo, Mendoza, Argentina","(-33.1184629, -68.8859261, 0.0)",-33.1184629,-68.8859261,0.0
1,Argentina,Alto Valle del Río Negro,Sauvignon Blanc,90.0,"Alto Valle del Río Negro, Argentina",,,,,
2,Argentina,Altos de Mendoza,Malbec,86.0,"Altos de Mendoza, Argentina","Altos de Mendoza, Antártida Argentina, Distrito Noroeste, Rosario, Municipio de Rosario, Departamento Rosario, Santa Fe, S2008, Argentina","(-32.9451452, -60.7279173, 0.0)",-32.9451452,-60.7279173,0.0
3,Argentina,Argentina,Torrontés,92.0,"Argentina, Argentina",Argentina,"(-34.9964963, -64.9672817, 0.0)",-34.9964963,-64.9672817,0.0
4,Argentina,Buenos Aires,Sauvignon Blanc,89.0,"Buenos Aires, Argentina","Ciudad Autónoma de Buenos Aires, Argentina","(-34.6075682, -58.4370894, 0.0)",-34.6075682,-58.4370894,0.0
5,Argentina,Cafayate,Torrontés,90.5,"Cafayate, Argentina","Cafayate, Municipio de Cafayate, Cafayate, Salta, A4427AHB, Argentina","(-26.071047, -65.9800655, 0.0)",-26.071047,-65.9800655,0.0
6,Argentina,Calchaquí Valley,White Blend,91.0,"Calchaquí Valley, Argentina","La Calchaquí, Deseado, Santa Cruz, Argentina","(-47.1110925, -68.29781503836338, 0.0)",-47.1110925,-68.29781503836338,0.0
7,Argentina,Catamarca,Cabernet Sauvignon,85.0,"Catamarca, Argentina","Catamarca, Argentina","(-27.1910825, -67.105374, 0.0)",-27.1910825,-67.105374,0.0
8,Argentina,Famatina Valley,Torrontés,88.0,"Famatina Valley, Argentina","Famatina, Departamento Famatina, La Rioja, F5365, Argentina","(-28.9250648, -67.519583, 0.0)",-28.9250648,-67.519583,0.0
9,Argentina,Jujuy,Red Blend,92.0,"Jujuy, Argentina","Jujuy, Argentina","(-23.3161458, -65.7595288, 0.0)",-23.3161458,-65.7595288,0.0
10,Argentina,La Consulta,Tempranillo,91.5,"La Consulta, Argentina","La Consulta, Aconcagua, ¨residente Sarmiento, Godoy Cruz, Departamento Godoy Cruz, Mendoza, M5504GRQ, Argentina","(-32.9252217, -68.8735098, 0.0)",-32.9252217,-68.8735098,0.0
11,Argentina,La Rioja,Torrontés,86.0,"La Rioja, Argentina","La Rioja, Argentina","(-29.9729781, -67.0487944, 0.0)",-29.9729781,-67.0487944,0.0
12,Argentina,Luján de Cuyo,White Blend,93.0,"Luján de Cuyo, Argentina","Luján de Cuyo, Distrito Ciudad de Luján de Cuyo, Departamento Luján de Cuyo, Mendoza, Argentina","(-33.0391408, -68.8799861, 0.0)",-33.0391408,-68.8799861,0.0
13,Argentina,Maipú,White Blend,87.0,"Maipú, Argentina","Maipú, Distrito Ciudad de Maipú, Departamento Maipú, Mendoza, Argentina","(-32.9846244, -68.7882077, 0.0)",-32.9846244,-68.7882077,0.0
14,Argentina,Medrano,Malbec,88.0,"Medrano, Argentina","Medrano - Almagro, Avenida Corrientes, Almagro, Comuna 5, Ciudad Autónoma de Buenos Aires, 1194, Argentina","(-34.6032012, -58.4208126, 0.0)",-34.6032012,-58.4208126,0.0
15,Argentina,Mendoza,White Blend,93.0,"Mendoza, Argentina","Mendoza, Argentina","(-34.78719615, -68.43807123826872, 0.0)",-34.78719615,-68.43807123826872,0.0
16,Argentina,Neuquén,Torrontés,88.0,"Neuquén, Argentina","Neuquén, Argentina","(-38.3695057, -69.832275, 0.0)",-38.3695057,-69.832275,0.0
17,Argentina,Patagonia,White Blend,88.0,"Patagonia, Argentina","Patagonia, Departamento Río Senguer, Chubut, Argentina","(-44.99006975, -70.81731046588706, 0.0)",-44.99006975,-70.81731046588706,0.0
18,Argentina,Pedernal Valley,Malbec-Bonarda,90.0,"Pedernal Valley, Argentina","Pedernal, Sarmiento, San Juan, Argentina","(-32.0676324, -68.8065807, 0.0)",-32.0676324,-68.8065807,0.0
19,Argentina,Perdriel,Malbec,91.0,"Perdriel, Argentina","Perdriel, Villa 26 - Asentamiento Agustín Magaldi, Barracas, Ciudad Autónoma de Buenos Aires, Comuna 4, 1290, Argentina","(-34.6494981, -58.3858927, 0.0)",-34.6494981,-58.3858927,0.0
20,Argentina,Río Negro Valley,Pinot Noir,90.0,"Río Negro Valley, Argentina","Río Negro, Argentina","(-40.4811973, -67.6145911, 0.0)",-40.4811973,-67.6145911,0.0
21,Argentina,Salta,White Blend,90.5,"Salta, Argentina","Salta, Argentina","(-25.1076701, -64.3494964, 0.0)",-25.1076701,-64.3494964,0.0
22,Argentina,San Carlos,Malbec,88.0,"San Carlos, Argentina","San Carlos, Deseado, Santa Cruz, Argentina","(-46.432134500000004, -67.94937405037274, 0.0)",-46.432134500000004,-67.94937405037274,0.0
23,Argentina,San Juan,Viognier,92.0,"San Juan, Argentina","San Juan, Argentina","(-30.7054363, -69.1988222, 0.0)",-30.7054363,-69.1988222,0.0
24,Argentina,San Rafael,Chardonnay,83.5,"San Rafael, Argentina","San Rafael, Distrito Ciudad de San Rafael, Departamento San Rafael, Mendoza, Argentina","(-34.6126025, -68.330514, 0.0)",-34.6126025,-68.330514,0.0
25,Argentina,Tulum Valley,White Blend,86.0,"Tulum Valley, Argentina","Tulum, Villa Flora, Rivadavia, San Juan, 5406, Argentina","(-31.5475153, -68.5667553, 0.0)",-31.5475153,-68.5667553,0.0
26,Argentina,Tupungato,White Blend,91.0,"Tupungato, Argentina","Tupungato, Distrito Ciudad de Tupungato, Departamento Tupungato, Mendoza, 5561, Argentina","(-33.3723648, -69.1479533, 0.0)",-33.3723648,-69.1479533,0.0
27,Argentina,Uco Valley,White Blend,91.0,"Uco Valley, Argentina","UCO, 5862, Soler, Palermo Soho, Palermo, Comuna 14, Ciudad Autónoma de Buenos Aires, 1425, Argentina","(-34.5788471, -58.4353082, 0.0)",-34.5788471,-58.4353082,0.0
28,Argentina,Valle de Uco,Torrontés,92.0,"Valle de Uco, Argentina",,,,,
29,Argentina,Vista Flores,White Blend,88.0,"Vista Flores, Argentina","Vista Flores, Distrito Vista Flores, Departamento Tunuyán, Mendoza, 5565, Argentina","(-33.6509493, -69.1555479, 0.0)",-33.6509493,-69.1555479,0.0
30,Argentina,Zonda Valley,Syrah,86.0,"Zonda Valley, Argentina","Zonda, San Juan, Argentina","(-31.575441, -68.92779263795131, 0.0)",-31.575441,-68.92779263795131,0.0
31,Australia,Adelaide,White Blend,91.0,"Adelaide, Australia","Adelaide, Australia","(-34.9281805, 138.5999312, 0.0)",-34.9281805,138.5999312,0.0
32,Australia,Adelaide Hills,Viognier,90.5,"Adelaide Hills, Australia","Adelaide Hills Council, South Australia, Australia","(-34.901351649999995, 138.8293202817461, 0.0)",-34.901351649999995,138.8293202817461,0.0
33,Australia,Adelaide Plains,Merlot,85.0,"Adelaide Plains, Australia","Adelaide Plains Council, South Australia, Australia","(-34.51260725, 138.44382827949534, 0.0)",-34.51260725,138.44382827949534,0.0
34,Australia,Alpine Valleys,Riesling,87.5,"Alpine Valleys, Australia","Alpine Way, Geehi, Snowy Valleys Council, 2642, Australia","(-36.3859272, 148.1806424, 0.0)",-36.3859272,148.1806424,0.0
35,Australia,Australia,Shiraz-Grenache,89.5,"Australia, Australia",Australia,"(-24.7761086, 134.755, 0.0)",-24.7761086,134.755,0.0
36,Australia,Barossa,White Blend,92.0,"Barossa, Australia","The Barossa Council, South Australia, Australia","(-34.61341495, 138.93854551693641, 0.0)",-34.61341495,138.93854551693641,0.0
37,Australia,Barossa Valley,Zinfandel,95.0,"Barossa Valley, Australia","The Barossa Council, South Australia, Australia","(-34.61341495, 138.93854551693641, 0.0)",-34.61341495,138.93854551693641,0.0
38,Australia,Barossa-Langhorne Creek,Cabernet Sauvignon,89.0,"Barossa-Langhorne Creek, Australia",,,,,
39,Australia,Beechworth,Pinot Noir,89.0,"Beechworth, Australia","Beechworth, Shire of Indigo, Victoria, 3747, Australia","(-36.3594895, 146.6870123, 0.0)",-36.3594895,146.6870123,0.0
40,Australia,Bendigo,White Blend,90.5,"Bendigo, Australia","Bendigo, City of Greater Bendigo, Victoria, 3550, Australia","(-36.7588767, 144.2825931, 0.0)",-36.7588767,144.2825931,0.0
41,Australia,Central Ranges,Shiraz-Cabernet Sauvignon,89.0,"Central Ranges, Australia","Den Ranges, George Town, Tasmania, Australia","(-41.1499965, 147.06718575291913, 0.0)",-41.1499965,147.06718575291913,0.0
42,Australia,Central Victoria,Shiraz,90.0,"Central Victoria, Australia","La Central, 322-326, Coventry Street, South Melbourne, City of Port Phillip, Victoria, 3205, Australia","(-37.8326622, 144.9567877, 0.0)",-37.8326622,144.9567877,0.0
43,Australia,Clare Valley,Syrah,91.0,"Clare Valley, Australia","Clare, Clare and Gilbert Valleys Council, South Australia, 5453, Australia","(-33.8333914, 138.6120042, 0.0)",-33.8333914,138.6120042,0.0
44,Australia,Clare Valley-Coonawarra,Cabernet Sauvignon,89.0,"Clare Valley-Coonawarra, Australia",,,,,
45,Australia,Clare Valley-Eden Valley,Riesling,89.0,"Clare Valley-Eden Valley, Australia",,,,,
46,Australia,Clarendon,Syrah,92.0,"Clarendon, Australia","Clarendon, Sydney, Hawkesbury City Council, 2756, Australia","(-33.6105511, 150.7888909, 0.0)",-33.6105511,150.7888909,0.0
47,Australia,Coonawarra,Shiraz,90.0,"Coonawarra, Australia","Coonawarra, Wattle Range Council, South Australia, 5263, Australia","(-37.2909105, 140.8346628, 0.0)",-37.2909105,140.8346628,0.0
48,Australia,Currency Creek,Shiraz,84.0,"Currency Creek, Australia","Currency Creek, Sydney, Hawkesbury City Council, Australia","(-33.5055894, 150.8740543, 0.0)",-33.5055894,150.8740543,0.0
49,Australia,Currency Creek-McLaren Vale,Grenache,85.0,"Currency Creek-McLaren Vale, Australia",,,,,
50,Australia,Eden Valley,Viognier,93.0,"Eden Valley, Australia","Eden Valley, The Barossa Council, South Australia, 5235, Australia","(-34.6666979, 139.12996486291587, 0.0)",-34.6666979,139.12996486291587,0.0
51,Australia,Fleurieu Peninsula,Red Blend,91.0,"Fleurieu Peninsula, Australia","Fleurieu Peninsula, South Australia, Australia","(-35.5082015, 138.47774189265814, 0.0)",-35.5082015,138.47774189265814,0.0
52,Australia,Frankland River,Shiraz-Viognier,92.0,"Frankland River, Australia","Frankland River, Circular Head, Tasmania, Australia","(-41.1773887, 144.8586326, 0.0)",-41.1773887,144.8586326,0.0
53,Australia,Geelong,Pinot Noir,85.0,"Geelong, Australia","Geelong, City of Greater Geelong, Victoria, VIC 3220, Australia","(-38.1492813, 144.3598269, 0.0)",-38.1492813,144.3598269,0.0
54,Australia,Geographe,Shiraz,90.0,"Geographe, Australia","Geographe, Busselton, Western Australia, Australia","(-33.64019, 115.3748, 0.0)",-33.64019,115.3748,0.0
55,Australia,Gippsland,Shiraz,88.0,"Gippsland, Australia","Gippsland, Shire of Wellington, Victoria, Australia","(-37.87437, 146.91145036930226, 0.0)",-37.87437,146.91145036930226,0.0
56,Australia,Goulburn Valley,Marsanne-Roussanne,87.0,"Goulburn Valley, Australia","Goulburn, Goulburn Mulwaree Council, New South Wales, 2580, Australia","(-34.7523871, 149.7198009, 0.0)",-34.7523871,149.7198009,0.0
57,Australia,Grampians,Shiraz,92.0,"Grampians, Australia","Grampians, Rural City of Horsham, Victoria, Australia","(-36.718805, 142.22095086226386, 0.0)",-36.718805,142.22095086226386,0.0
58,Australia,Great Southern,Shiraz-Viognier,91.0,"Great Southern, Australia","Great Southern Stand, Premiership Alley, East Melbourne, City of Melbourne, Victoria, 3002, Australia","(-37.82033745, 144.9846468228755, 0.0)",-37.82033745,144.9846468228755,0.0
59,Australia,Gundagai,Shiraz,87.0,"Gundagai, Australia","Cootamundra-Gundagai Regional Council, Australia","(-34.80940095, 148.10881410677436, 0.0)",-34.80940095,148.10881410677436,0.0
60,Australia,Heathcote,Shiraz-Malbec,93.0,"Heathcote, Australia","Heathcote, Sydney, Sutherland Shire Council, 2233, Australia","(-34.0848266, 151.007392, 0.0)",-34.0848266,151.007392,0.0
61,Australia,Henty,Chardonnay,91.0,"Henty, Australia","Henty, Greater Hume Shire Council, 2658, Australia","(-35.5165547, 147.0340204, 0.0)",-35.5165547,147.0340204,0.0
62,Australia,Hilltops,Shiraz,90.0,"Hilltops, Australia","Hilltops Council, Australia","(-34.41561915, 148.56342571324248, 0.0)",-34.41561915,148.56342571324248,0.0
63,Australia,Hunter Valley,Verdelho,90.0,"Hunter Valley, Australia","Hunter, Bendigo, City of Greater Bendigo, Victoria, Australia","(-36.4416698, 144.5065426, 0.0)",-36.4416698,144.5065426,0.0
64,Australia,Kangaroo Island,Shiraz,93.0,"Kangaroo Island, Australia","Kangaroo Island, Kangaroo Island Council, South Australia, Australia","(-35.8182635, 137.15661254022396, 0.0)",-35.8182635,137.15661254022396,0.0
65,Australia,King Valley,Tempranillo,88.0,"King Valley, Australia","King Valley, Wangaratta, Rural City of Wangaratta, Victoria, Australia","(-36.717330000000004, 146.47961170488725, 0.0)",-36.717330000000004,146.47961170488725,0.0
66,Australia,Langhorne Creek,White Blend,90.0,"Langhorne Creek, Australia","Langhorne Creek, Alexandrina Council, South Australia, 5255, Australia","(-35.295938, 139.0364451, 0.0)",-35.295938,139.0364451,0.0
67,Australia,Langhorne Creek-Limestone Coast,White Blend,87.0,"Langhorne Creek-Limestone Coast, Australia",,,,,
68,Australia,Lenswood,Pinot Noir,91.0,"Lenswood, Australia","Lenswood, Adelaide Hills Council, South Australia, 5240, Australia","(-34.920215, 138.8284007, 0.0)",-34.920215,138.8284007,0.0
69,Australia,Limestone Coast,Shiraz-Cabernet Sauvignon,88.5,"Limestone Coast, Australia","Limestone, Mid-Coast Council, Australia","(-32.6683333, 152.1383333, 0.0)",-32.6683333,152.1383333,0.0
70,Australia,Margaret River,Shiraz-Cabernet Sauvignon,91.0,"Margaret River, Australia","Margaret River, 96, Western Australia, 6285, Australia","(-33.9531776, 115.0769369, 0.0)",-33.9531776,115.0769369,0.0
71,Australia,McLaren Vale,Zinfandel,96.0,"McLaren Vale, Australia","McLaren Vale, Adelaide, City of Onkaparinga, South Australia, 5171, Australia","(-35.2172617, 138.5416998, 0.0)",-35.2172617,138.5416998,0.0
72,Australia,McLaren Vale-Adelaide Hills,Viognier,92.0,"McLaren Vale-Adelaide Hills, Australia","McLaren Street, Gumeracha, Adelaide Hills Council, South Australia, 5233, Australia","(-34.8260021, 138.8836784, 0.0)",-34.8260021,138.8836784,0.0
73,Australia,McLaren Vale-Langhorne Creek,Shiraz,87.0,"McLaren Vale-Langhorne Creek, Australia",,,,,
74,Australia,McLaren Vale-Padthaway,Shiraz,91.0,"McLaren Vale-Padthaway, Australia",,,,,
75,Australia,Mornington Peninsula,Pinot Noir,90.5,"Mornington Peninsula, Australia","Mornington, Shire of Mornington Peninsula, Mornington, Victoria, 3931, Australia","(-38.22801, 145.06129114583334, 0.0)",-38.22801,145.06129114583334,0.0
76,Australia,Mount Barker,Shiraz,91.0,"Mount Barker, Australia","Mount Barker, Mount Barker District Council, South Australia, 5251, Australia","(-35.0641302, 138.8586385, 0.0)",-35.0641302,138.8586385,0.0
77,Australia,Mount Barker & Margaret River,Cabernet Sauvignon,90.0,"Mount Barker & Margaret River, Australia",,,,,
78,Australia,Mudgee,Rosé,87.0,"Mudgee, Australia","Mudgee, Mid-Western Regional Council, 2850, Australia","(-32.5980702, 149.5886383, 0.0)",-32.5980702,149.5886383,0.0
79,Australia,Murray-Darling,Red Blend,84.0,"Murray-Darling, Australia","Murray-Darling River Junction, Cadell Street, Wentworth, Wentworth Shire Council, 2648, Australia","(-34.11083, 141.91, 0.0)",-34.11083,141.91,0.0
80,Australia,Nagambie Lakes,Viognier,89.5,"Nagambie Lakes, Australia",,,,,
81,Australia,New South Wales,Sémillon,94.0,"New South Wales, Australia","New South Wales, Australia","(-31.8759835, 147.2869493, 0.0)",-31.8759835,147.2869493,0.0
82,Australia,Orange,Shiraz,87.0,"Orange, Australia","Orange, Orange City Council, New South Wales, 2800, Australia","(-33.2820463, 149.0971567, 0.0)",-33.2820463,149.0971567,0.0
83,Australia,Padthaway,Shiraz-Cabernet Sauvignon,92.0,"Padthaway, Australia","Padthaway, Tatiara District Council, South Australia, 5271, Australia","(-36.5860356, 140.52187338228197, 0.0)",-36.5860356,140.52187338228197,0.0
84,Australia,Pemberton,Viognier,91.0,"Pemberton, Australia","Pemberton, Western Australia, 6260, Australia","(-34.4441275, 116.0346584, 0.0)",-34.4441275,116.0346584,0.0
85,Australia,Piccadilly Valley,Chardonnay,89.0,"Piccadilly Valley, Australia","Piccadilly, Adelaide Hills Council, South Australia, 5151, Australia","(-34.9822479, 138.7262528, 0.0)",-34.9822479,138.7262528,0.0
86,Australia,Pyrenees,Viognier,90.0,"Pyrenees, Australia","Shire of Pyrenees, Victoria, Australia","(-37.32798315, 143.4240560538756, 0.0)",-37.32798315,143.4240560538756,0.0
87,Australia,Riverina,Sémillon,91.0,"Riverina, Australia","Riverina, Footscray, City of Maribyrnong, Victoria, Australia","(-37.80015145, 144.90723822186754, 0.0)",-37.80015145,144.90723822186754,0.0
88,Australia,Riverland,Chardonnay,85.0,"Riverland, Australia","Riverland, 1-9, Princes Walk, St Kilda Road, Melbourne City, City of Melbourne, Victoria, 3000, Australia","(-37.8187059, 144.9686342, 0.0)",-37.8187059,144.9686342,0.0
89,Australia,Rutherglen,Shiraz,88.0,"Rutherglen, Australia","Rutherglen, Shire of Indigo, Victoria, 3685, Australia","(-36.0538594, 146.4601363, 0.0)",-36.0538594,146.4601363,0.0
90,Australia,South Australia,White Blend,92.0,"South Australia, Australia","South Australia, Australia","(-30.5343665, 135.6301212, 0.0)",-30.5343665,135.6301212,0.0
91,Australia,South Eastern Australia,Viognier,89.0,"South Eastern Australia, Australia","S, Coastal 1 Track, Western Australia, Australia","(-33.8790916, 120.8221476, 0.0)",-33.8790916,120.8221476,0.0
92,Australia,Southern Fleurieu,G-S-M,93.0,"Southern Fleurieu, Australia",,,,,
93,Australia,Southern Flinders Ranges,Shiraz-Cabernet Sauvignon,87.0,"Southern Flinders Ranges, Australia",,,,,
94,Australia,Southern Highlands,Cabernet Sauvignon,88.0,"Southern Highlands, Australia","Southern Highlands Christian School, Boardman Road South, Bowral, Wingecarribee Shire Council, New South Wales, 2576, Australia","(-34.502964500000004, 150.43968865894004, 0.0)",-34.502964500000004,150.43968865894004,0.0
95,Australia,Strathbogie Ranges,Shiraz,90.0,"Strathbogie Ranges, Australia","Strathbogie Court, Kilsyth, Montrose, Shire of Yarra Ranges, Victoria, 3765, Australia","(-37.8056262, 145.3319978, 0.0)",-37.8056262,145.3319978,0.0
96,Australia,Swan Hill,Moscato,89.0,"Swan Hill, Australia","Swan Hill, Rural City of Swan Hill, Victoria, 3585, Australia","(-35.3393279, 143.5592026, 0.0)",-35.3393279,143.5592026,0.0
97,Australia,Tasmania,Sparkling Blend,91.5,"Tasmania, Australia","Tasmania, Central Highlands, Tasmania, Australia","(-42.14220555, 146.6723517878467, 0.0)",-42.14220555,146.6723517878467,0.0
98,Australia,Tumbarumba,Chardonnay,88.5,"Tumbarumba, Australia","Tumbarumba, Snowy Valleys Council, 2653, Australia","(-35.7764898, 148.010062, 0.0)",-35.7764898,148.010062,0.0
99,Australia,Victoria,White Blend,91.5,"Victoria, Australia","Victoria, Australia","(-36.5986096, 144.6780052, 0.0)",-36.5986096,144.6780052,0.0
100,Australia,Western Australia,Shiraz-Viognier,90.0,"Western Australia, Australia","Western Australia, Australia","(-25.2303005, 121.0187246, 0.0)",-25.2303005,121.0187246,0.0
101,Australia,Western Plains,Shiraz,87.0,"Western Plains, Australia","Western Plains, Tasmania, Australia","(-42.43301, 145.72115, 0.0)",-42.43301,145.72115,0.0
102,Australia,Wrattonbully,Viognier,93.0,"Wrattonbully, Australia","Wrattonbully, Naracoorte Lucindale Council, South Australia, 5271, Australia","(-37.1677831, 140.9458691, 0.0)",-37.1677831,140.9458691,0.0
103,Australia,Yarra Valley,Viognier,92.5,"Yarra Valley, Australia","Yarra, Goulburn Mulwaree Council, 2580, Australia","(-34.8152, 149.6346, 0.0)",-34.8152,149.6346,0.0
104,Canada,Beamsville Bench,Riesling,91.0,"Beamsville Bench, Canada","Beamsville, Lincoln, Niagara Region, Golden Horseshoe, Ontario, L0R 1B0, Canada","(43.1654577, -79.4751839, 0.0)",43.1654577,-79.4751839,0.0
105,Canada,British Columbia,Sauvignon Blanc,88.0,"British Columbia, Canada","British Columbia, Canada","(55.001251, -125.002441, 0.0)",55.001251,-125.002441,0.0
106,Canada,Lake Erie North Shore,Sauvignon Blanc,87.0,"Lake Erie North Shore, Canada",,,,,
107,Canada,Niagara Escarpment,Vidal Blanc,89.0,"Niagara Escarpment, Canada","Niagara Escarpment, Arkledun Avenue, Corktown, Hamilton, Golden Horseshoe, Ontario, L8N 0A5, Canada","(43.2453321, -79.8611682, 0.0)",43.2453321,-79.8611682,0.0
108,Canada,Niagara Peninsula,Vidal Blanc,91.0,"Niagara Peninsula, Canada","Islamic Society of Niagara Peninsula, 6768, Lyons Creek Road, Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, L2G 7B7, Canada","(43.0326295, -79.1060829, 0.0)",43.0326295,-79.1060829,0.0
109,Canada,Niagara-On-The-Lake,Vidal,92.0,"Niagara-On-The-Lake, Canada","Niagara-on-the-Lake, Niagara Region, Golden Horseshoe, Ontario, Canada","(43.2556116, -79.0723264, 0.0)",43.2556116,-79.0723264,0.0
110,Canada,Okanagan Valley,White Blend,92.0,"Okanagan Valley, Canada","Regional District of North Okanagan, British Columbia, Canada","(50.4164846, -118.7147708, 0.0)",50.4164846,-118.7147708,0.0
111,Canada,Prince Edward County,Chardonnay,86.0,"Prince Edward County, Canada","Prince Edward County, Central Ontario, Ontario, Canada","(44.031827, -77.246933, 0.0)",44.031827,-77.246933,0.0
112,Canada,Short Hills Bench,Riesling,88.0,"Short Hills Bench, Canada",,,,,
113,Canada,Similkameen Valley,Syrah,93.0,"Similkameen Valley, Canada","Regional District of Okanagan-Similkameen, British Columbia, Canada","(49.3920117, -120.1024197, 0.0)",49.3920117,-120.1024197,0.0
114,Canada,St. David's Bench,Viognier,90.0,"St. David's Bench, Canada","St. Davids, Niagara Region, Golden Horseshoe, Ontario, L0S 1P0, Canada","(43.1583943, -79.1022787, 0.0)",43.1583943,-79.1022787,0.0
115,France,Aloxe-Corton,Pinot Noir,90.0,"Aloxe-Corton, France","Aloxe-Corton, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21420, France","(47.0653471, 4.8596328, 0.0)",47.0653471,4.8596328,0.0
116,France,Alpilles,Rosé,88.0,"Alpilles, France","Alpilles, Rixheim, Mulhouse, Haut-Rhin, Grand Est, France métropolitaine, 68170, France","(47.75305525, 7.385014999999999, 0.0)",47.75305525,7.385014999999999,0.0
117,France,Alsace,White Blend,92.0,"Alsace, France","Alsace, Kintzheim, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France","(48.24917645, 7.4074699518555, 0.0)",48.24917645,7.4074699518555,0.0
118,France,Anjou,Rosé,88.0,"Anjou, France","Anjou, Vienne, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38150, France","(45.3462, 4.88149, 0.0)",45.3462,4.88149,0.0
119,France,Anjou Villages,Cabernet Franc-Cabernet Sauvignon,89.0,"Anjou Villages, France","Galva Anjou Touraine, Noyant, Noyant-Villages, Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49490, France","(47.51815895, 0.12858233212816428, 0.0)",47.51815895,0.12858233212816428,0.0
120,France,Anjou Villages Brissac,Cabernet Sauvignon,91.5,"Anjou Villages Brissac, France",,,,,
121,France,Arbois,White Blend,92.0,"Arbois, France","Arbois, Dole, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39600, France","(46.9032246, 5.7727504, 0.0)",46.9032246,5.7727504,0.0
122,France,Ardèche,Syrah-Grenache,92.0,"Ardèche, France","Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, France","(44.815194000000005, 4.3986524702343965, 0.0)",44.815194000000005,4.3986524702343965,0.0
123,France,Atlantique,Sauvignon Blanc,85.0,"Atlantique, France","Atlantique, Avenue de l'Atlantique, Agen, Lot-et-Garonne, Nouvelle-Aquitaine, France métropolitaine, 47000, France","(44.1832406, 0.6217113, 0.0)",44.1832406,0.6217113,0.0
124,France,Aude Hauterive,White Blend,91.0,"Aude Hauterive, France",,,,,
125,France,Auxey-Duresses,Pinot Noir,89.0,"Auxey-Duresses, France","Auxey-Duresses, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21190, France","(46.9862244, 4.7467921, 0.0)",46.9862244,4.7467921,0.0
126,France,Bandol,Rosé,92.5,"Bandol, France","Bandol, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83150, France","(43.1357717, 5.7523647, 0.0)",43.1357717,5.7523647,0.0
127,France,Banyuls,Rhône-style Red Blend,89.0,"Banyuls, France","Banyuls-sur-Mer, Céret, Pyrénées-Orientales, Occitanie, France métropolitaine, 66650, France","(42.4794084, 3.1275893, 0.0)",42.4794084,3.1275893,0.0
128,France,Barsac,Bordeaux-style White Blend,94.5,"Barsac, France","Barsac, Langon, Nouvelle-Aquitaine, France métropolitaine, 33720, France","(44.6043291, -0.323435, 0.0)",44.6043291,-0.323435,0.0
129,France,Beaujolais,Gamay,85.0,"Beaujolais, France","Beaujolais, Rue du Morvan, Brabois, Vandœuvre-lès-Nancy, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54500, France","(48.6502078, 6.1585512, 0.0)",48.6502078,6.1585512,0.0
130,France,Beaujolais Blanc,Chardonnay,85.0,"Beaujolais Blanc, France","Rue du Haut Beaujolais, Fontalet, Vers Cray, Monsols, Deux-Grosnes, Villefranche-sur-Saône, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69860, France","(46.2201004, 4.5206217, 0.0)",46.2201004,4.5206217,0.0
131,France,Beaujolais Rosé,Rosé,86.0,"Beaujolais Rosé, France","Le Beaujolais, Rue du Maréchal Foch, La Gare, Belleville, Belleville-en-Beaujolais, Villefranche-sur-Saône, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69220, France","(46.1125998, 4.7301906, 0.0)",46.1125998,4.7301906,0.0
132,France,Beaujolais-Leynes,Gamay,86.0,"Beaujolais-Leynes, France",,,,,
133,France,Beaujolais-Villages,Rosé,88.0,"Beaujolais-Villages, France",,,,,
134,France,Beaune,Pinot Noir,92.0,"Beaune, France","Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21200, France","(47.0239064, 4.8380426, 0.0)",47.0239064,4.8380426,0.0
135,France,Bergerac,White Blend,89.0,"Bergerac, France","Bergerac, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24100, France","(44.8534568, 0.487531, 0.0)",44.8534568,0.487531,0.0
136,France,Bergerac Rosé,Rosé,84.5,"Bergerac Rosé, France","Le Bergerac, Avenue François Mitterrand, La Gavotte, Les Pennes-Mirabeau, Aix-en-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13170, France","(43.3798001, 5.3510569, 0.0)",43.3798001,5.3510569,0.0
137,France,Bergerac Sec,Semillon-Sauvignon Blanc,90.0,"Bergerac Sec, France","Bergerac, Avenue du Régiment d'Infanterie, La Madeleine, Bergerac, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24100, France","(44.857158, 0.48908932660446847, 0.0)",44.857158,0.48908932660446847,0.0
