,country,region_1,variety,points_median,location,address,point,latitude,longitude,altitude
275,France,Côtes du Roussillon Villages Tautavel,Rhône-style Red Blend,90.0,"Côtes du Roussillon Villages Tautavel, France",,,,,
276,France,Côtes du Tarn,Sauvignon Blanc,90.0,"Côtes du Tarn, France","Au bon côtés des choses, Avenue du Père Evariste Huc, Labro, Caylus, Montauban, Tarn-et-Garonne, Occitanie, France métropolitaine, 82160, France","(44.2365873, 1.7689625, 0.0)",44.2365873,1.7689625,0.0
277,France,Côtes-du-Ventoux,Rosé,89.0,"Côtes-du-Ventoux, France",,,,,
278,France,Echézeaux,Pinot Noir,94.0,"Echézeaux, France","Flagey-Echézeaux, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21640, France","(47.1668909, 4.9816856, 0.0)",47.1668909,4.9816856,0.0
279,France,Entre-Deux-Mers,Bordeaux-style White Blend,86.0,"Entre-Deux-Mers, France","Entre-Deux-Mers, Boulevard de l'Entre-Deux-Mers, Cenon, Bordeaux, Nouvelle-Aquitaine, France métropolitaine, 33150, France","(44.8454885, -0.5328314, 0.0)",44.8454885,-0.5328314,0.0
280,France,Faugères,Rosé,90.0,"Faugères, France","Faugères, Béziers, Hérault, Occitanie, France métropolitaine, 34600, France","(43.5647, 3.19044, 0.0)",43.5647,3.19044,0.0
281,France,Fitou,Rhône-style Red Blend,89.5,"Fitou, France","Fitou, Narbonne, Aude, Occitanie, France métropolitaine, 11510, France","(42.8946178, 2.9825507, 0.0)",42.8946178,2.9825507,0.0
282,France,Fixin,Pinot Noir,90.0,"Fixin, France","Fixin, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21220, France","(47.2455008, 4.9728452, 0.0)",47.2455008,4.9728452,0.0
283,France,Fleurie,Gamay,90.0,"Fleurie, France","Fleurie, Villefranche-sur-Saône, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69820, France","(46.1920243, 4.6981214, 0.0)",46.1920243,4.6981214,0.0
284,France,France,Viognier,80.0,"France, France",France,"(46.603354, 1.8883335, 0.0)",46.603354,1.8883335,0.0
285,France,Francs Côtes de Bordeaux,Merlot,90.0,"Francs Côtes de Bordeaux, France",,,,,
286,France,Fronsac,Merlot,89.0,"Fronsac, France","Fronsac, Libourne, Nouvelle-Aquitaine, France métropolitaine, 33126, France","(44.9229141, -0.2740925, 0.0)",44.9229141,-0.2740925,0.0
287,France,Fronton,Rosé,88.5,"Fronton, France","Fronton, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31620, France","(43.840295, 1.390285, 0.0)",43.840295,1.390285,0.0
288,France,Gaillac,White Blend,91.5,"Gaillac, France","Gaillac, Albi, Tarn, Occitanie, France métropolitaine, 81600, France","(43.9016766, 1.8967943, 0.0)",43.9016766,1.8967943,0.0
289,France,Gaillac Doux,Muscadel,92.0,"Gaillac Doux, France",,,,,
290,France,Gard,Rosé,84.0,"Gard, France","Gard, Occitanie, France métropolitaine, France","(43.95995, 4.297637002377168, 0.0)",43.95995,4.297637002377168,0.0
291,France,Gers,White Blend,91.0,"Gers, France","Gers, Occitanie, France métropolitaine, France","(43.695527600000005, 0.4101019175237992, 0.0)",43.695527600000005,0.4101019175237992,0.0
292,France,Gevrey-Chambertin,Pinot Noir,92.0,"Gevrey-Chambertin, France","Gevrey-Chambertin, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21220, France","(47.2261857, 4.9705666, 0.0)",47.2261857,4.9705666,0.0
293,France,Gigondas,Rhône-style Red Blend,90.0,"Gigondas, France","Gigondas, Carpentras, Vaucluse, Provence-Alpes-Côte d'Azur, France métropolitaine, 84190, France","(44.1641127, 5.0051053, 0.0)",44.1641127,5.0051053,0.0
294,France,Givry,Pinot Noir,88.0,"Givry, France","Givry, Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71640, France","(46.7831191, 4.7432564, 0.0)",46.7831191,4.7432564,0.0
295,France,Grands-Echezeaux,Pinot Noir,94.0,"Grands-Echezeaux, France","Les Grands Echézeaux, Flagey-Echézeaux, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21640, France","(47.1713647, 4.9538051, 0.0)",47.1713647,4.9538051,0.0
296,France,Graves,White Blend,90.0,"Graves, France","Graves, Périgny, Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03120, France","(46.27039, 3.5654762, 0.0)",46.27039,3.5654762,0.0
297,France,Haut-Médoc,Bordeaux-style Red Blend,89.0,"Haut-Médoc, France","Rue du Pays Haut, Médoc, Veymerange, Thionville, Moselle, Grand Est, France métropolitaine, 57100, France","(49.3549052, 6.1575875, 0.0)",49.3549052,6.1575875,0.0
298,France,Hautes Cotes de Beaune,Pinot Noir,89.0,"Hautes Cotes de Beaune, France","Route des Hautes Côtes, Villars-Fontaine, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21700, France","(47.1499101, 4.8899102, 0.0)",47.1499101,4.8899102,0.0
299,France,Hautes Côtes de Nuits,Pinot Noir,88.0,"Hautes Côtes de Nuits, France",,,,,
300,France,Hermitage,Syrah,95.0,"Hermitage, France","Hermitage, Saint-Alban-de-Roche, La Tour-du-Pin, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38080, France","(45.5767428, 5.2197156, 0.0)",45.5767428,5.2197156,0.0
301,France,Ile de Beauté,White Blend,89.0,"Ile de Beauté, France","Île de beauté, 30, Rue de la République, La Source, Martigues, Istres, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13500, France","(43.4060973, 5.0550115, 0.0)",43.4060973,5.0550115,0.0
302,France,Irancy,Red Blend,87.0,"Irancy, France","Irancy, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89290, France","(47.7132623, 3.6653566, 0.0)",47.7132623,3.6653566,0.0
303,France,Irrouléguy,White Blend,89.0,"Irrouléguy, France",,,,,
304,France,Juliénas,Gamay,90.0,"Juliénas, France","Juliénas, Villefranche-sur-Saône, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69840, France","(46.2347371, 4.7114718, 0.0)",46.2347371,4.7114718,0.0
305,France,Jurançon,White Blend,92.0,"Jurançon, France","Jurançon, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64110, France","(43.2871825, -0.3896425, 0.0)",43.2871825,-0.3896425,0.0
306,France,Jurançon Sec,White Blend,90.5,"Jurançon Sec, France","Jurançon, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64110, France","(43.2871825, -0.3896425, 0.0)",43.2871825,-0.3896425,0.0
307,France,La Clape,Rosé,89.0,"La Clape, France","La Clape, Mouthoumet, Narbonne, Aude, Occitanie, France métropolitaine, 11330, France","(42.9686517, 2.5484271, 0.0)",42.9686517,2.5484271,0.0
308,France,La Romanée,Pinot Noir,96.0,"La Romanée, France","La Romanée, Montbard, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21530, France","(47.4013892, 4.1072943, 0.0)",47.4013892,4.1072943,0.0
309,France,Ladoix,Pinot Noir,89.0,"Ladoix, France","Mairie de Ladoix-Serrigny, Place de la Mairie, Neuvelle, Ladoix-Serrigny, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21550, France","(47.066212, 4.886749694444445, 0.0)",47.066212,4.886749694444445,0.0
310,France,Lalande de Pomerol,Merlot,89.0,"Lalande de Pomerol, France","Lalande-de-Pomerol, Libourne, Nouvelle-Aquitaine, France métropolitaine, 33500, France","(44.9560756, -0.2104434, 0.0)",44.9560756,-0.2104434,0.0
311,France,Landes,White Blend,86.0,"Landes, France","Landes, Nouvelle-Aquitaine, France métropolitaine, France","(44.00996945, -0.6433872354467377, 0.0)",44.00996945,-0.6433872354467377,0.0
312,France,Languedoc,White Blend,90.0,"Languedoc, France","Languedoc, Place du Languedoc, Plein Centre, Colomiers, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31770, France","(43.6108676, 1.3301059, 0.0)",43.6108676,1.3301059,0.0
313,France,Latricières-Chambertin,Pinot Noir,94.0,"Latricières-Chambertin, France","Climat de Bourgogne - Grand Cru - Latricières-Chambertin, Plantigone, Gevrey-Chambertin, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21220, France","(47.207998950000004, 4.9638896947741795, 0.0)",47.207998950000004,4.9638896947741795,0.0
314,France,Laudun,Rhône-style White Blend,89.0,"Laudun, France","Laudun-l'Ardoise, Nîmes, Gard, Occitanie, France métropolitaine, 30290, France","(44.10482705, 4.655752285759262, 0.0)",44.10482705,4.655752285759262,0.0
315,France,Les Baux de Provence,White Blend,92.0,"Les Baux de Provence, France","Les Baux-de-Provence, Arles, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13520, France","(43.7436371, 4.795125, 0.0)",43.7436371,4.795125,0.0
316,France,Limoux,White Blend,90.0,"Limoux, France","Limoux, Aude, Occitanie, France métropolitaine, 11300, France","(43.0538068, 2.2176533, 0.0)",43.0538068,2.2176533,0.0
317,France,Lirac,Rosé,91.0,"Lirac, France","Lirac, Nîmes, Gard, Occitanie, France métropolitaine, 30126, France","(44.0372, 4.69136, 0.0)",44.0372,4.69136,0.0
318,France,Listrac-Médoc,Bordeaux-style Red Blend,88.0,"Listrac-Médoc, France","Listrac-Médoc, Lesparre-Médoc, Nouvelle-Aquitaine, France métropolitaine, 33480, France","(45.0736769, -0.7905774, 0.0)",45.0736769,-0.7905774,0.0
319,France,Lot,Rosé,89.0,"Lot, France","Lot, Occitanie, France métropolitaine, France","(44.624991800000004, 1.6657742169753669, 0.0)",44.624991800000004,1.6657742169753669,0.0
320,France,Luberon,White Blend,88.0,"Luberon, France","Le Lubéron, Revaison, Saint-Priest, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69800, France","(45.7040767, 4.918631125773569, 0.0)",45.7040767,4.918631125773569,0.0
321,France,Lussac Saint-Émilion,Merlot,88.0,"Lussac Saint-Émilion, France",,,,,
322,France,Macon-Bussières,Chardonnay,84.0,"Macon-Bussières, France","Route de Mâcon, Les Chenelières, Bussières, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.3338446, 4.692127, 0.0)",46.3338446,4.692127,0.0
323,France,Madiran,Tannat-Cabernet Franc,93.0,"Madiran, France","Madiran, Tarbes, Hautes-Pyrénées, Occitanie, France métropolitaine, 65700, France","(43.5502022, -0.0580853, 0.0)",43.5502022,-0.0580853,0.0
324,France,Maranges,Pinot Noir,88.0,"Maranges, France","Cheilly-lès-Maranges, Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71150, France","(46.8950027, 4.6691039, 0.0)",46.8950027,4.6691039,0.0
325,France,Marcillac,Rosé,89.0,"Marcillac, France","Marcillac, Val-de-Livenne, Blaye, Nouvelle-Aquitaine, France métropolitaine, 33860, France","(45.27374695, -0.49955961805011406, 0.0)",45.27374695,-0.49955961805011406,0.0
326,France,Margaux,Cabernet Sauvignon,91.0,"Margaux, France","Margaux, Margaux-Cantenac, Lesparre-Médoc, Nouvelle-Aquitaine, France métropolitaine, 33460, France","(45.046232, -0.6728850937448874, 0.0)",45.046232,-0.6728850937448874,0.0
327,France,Marsannay,Pinot Noir,89.0,"Marsannay, France","Marsannay, Avenue Gaston Roupnel, Marsannay-la-Côte, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21160, France","(47.2798188, 5.0064179, 0.0)",47.2798188,5.0064179,0.0
328,France,Maury,Grenache,90.0,"Maury, France","Maury, Prades, Pyrénées-Orientales, Occitanie, France métropolitaine, 66460, France","(42.8102692, 2.5935825, 0.0)",42.8102692,2.5935825,0.0
329,France,Maury Sec,Rhône-style Red Blend,90.0,"Maury Sec, France","Maury, Prades, Pyrénées-Orientales, Occitanie, France métropolitaine, 66460, France","(42.8102692, 2.5935825, 0.0)",42.8102692,2.5935825,0.0
330,France,Mazis-Chambertin,Pinot Noir,95.0,"Mazis-Chambertin, France","Climat de Bourgogne - Grand Cru - Mazis-Chambertin, Plantigone, Gevrey-Chambertin, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21220, France","(47.2201931, 4.966842121372782, 0.0)",47.2201931,4.966842121372782,0.0
331,France,Mazoyeres-Chambertin,Pinot Noir,95.0,"Mazoyeres-Chambertin, France","Climat de Bourgogne - Grand Cru - Charmes-Chambertin Les Mazoyères, Plantigone, Gevrey-Chambertin, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21220, France","(47.2069405, 4.967493301688087, 0.0)",47.2069405,4.967493301688087,0.0
332,France,Mediterranée,Rosé,86.5,"Mediterranée, France","Méditerranée, Résidence ""Les Marendes des Palombes II"", Mas des Salins, Le Barcarès, Perpignan, Pyrénées-Orientales, Occitanie, France métropolitaine, 66420, France","(42.791978, 3.0357695, 0.0)",42.791978,3.0357695,0.0
333,France,Menetou-Salon,Sauvignon Blanc,88.0,"Menetou-Salon, France","Menetou-Salon, Bourges, Cher, Centre-Val de Loire, France métropolitaine, 18510, France","(47.2315397, 2.4886282, 0.0)",47.2315397,2.4886282,0.0
334,France,Mercurey,Pinot Noir,89.5,"Mercurey, France","Mercurey, Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71640, France","(46.8396584, 4.7189272, 0.0)",46.8396584,4.7189272,0.0
335,France,Meursault,Chardonnay,91.0,"Meursault, France","Meursault, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21190, France","(46.9783803, 4.7694038, 0.0)",46.9783803,4.7694038,0.0
336,France,Meursault-Blagny,Chardonnay,93.5,"Meursault-Blagny, France","Meursault, Place de la République, Meursault, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21190, France","(46.9776267, 4.7707164, 0.0)",46.9776267,4.7707164,0.0
337,France,Minervois,White Blend,91.0,"Minervois, France","Le Minervois, Rue de la Promenade, Clos de Centeilles, Siran, Béziers, Hérault, Occitanie, France métropolitaine, 34210, France","(43.3126281, 2.6608686, 0.0)",43.3126281,2.6608686,0.0
338,France,Minervois La Liviniere,Syrah-Grenache,89.5,"Minervois La Liviniere, France","forêt communale de Félines Minervois, D 12, Saint-Benoît, La Livinière, Béziers, Hérault, Occitanie, France métropolitaine, 34210, France","(43.3562448, 2.599735775433233, 0.0)",43.3562448,2.599735775433233,0.0
339,France,Monbazillac,Bordeaux-style White Blend,89.5,"Monbazillac, France","Monbazillac, Bergerac, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24240, France","(44.795, 0.4925, 0.0)",44.795,0.4925,0.0
340,France,Montagne-Saint-Émilion,Merlot,88.0,"Montagne-Saint-Émilion, France","Route de Montagne, Saint-Émilion, Libourne, Nouvelle-Aquitaine, France métropolitaine, 33330, France","(44.9253754, -0.165846, 0.0)",44.9253754,-0.165846,0.0
341,France,Montagny,Chardonnay,88.0,"Montagny, France","Montagny, Roanne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42840, France","(46.032283, 4.2343363, 0.0)",46.032283,4.2343363,0.0
342,France,Monthélie,Pinot Noir,88.0,"Monthélie, France","Monthelie, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21190, France","(46.9928724, 4.7658083, 0.0)",46.9928724,4.7658083,0.0
343,France,Montrachet,Chardonnay,96.0,"Montrachet, France","Montrachet, Puligny-Montrachet, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21190, France","(46.9455125, 4.7384962, 0.0)",46.9455125,4.7384962,0.0
344,France,Montravel,Sauvignon Blanc,89.0,"Montravel, France","Montravel, Remire-Montjoly, Cayenne, Guyane, 97354, France","(4.9119511, -52.2591469, 0.0)",4.9119511,-52.2591469,0.0
345,France,Morey-Saint-Denis,Pinot Noir,91.0,"Morey-Saint-Denis, France","Morey-Saint-Denis, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21220, France","(47.1955052, 4.9623167, 0.0)",47.1955052,4.9623167,0.0
346,France,Morgon,Gamay,90.0,"Morgon, France","Le Morgon, Villefranche-sur-Saône, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69400, France","(45.9844168, 4.6618268, 0.0)",45.9844168,4.6618268,0.0
347,France,Moulin-à-Vent,Gamay,90.0,"Moulin-à-Vent, France","Moulin à Vent, Route du Moulin à Vent, Le Moulin à Vent, Romanèche-Thorins, Mâcon, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 71570, France","(46.2029456, 4.727418126420455, 0.0)",46.2029456,4.727418126420455,0.0
348,France,Moulis,Bordeaux-style Red Blend,91.0,"Moulis, France","Moulis, Saint-Girons, Ariège, Occitanie, France métropolitaine, 09200, France","(42.9604715, 1.0924298, 0.0)",42.9604715,1.0924298,0.0
349,France,Moulis-en-Médoc,Bordeaux-style Red Blend,90.0,"Moulis-en-Médoc, France","Moulis-en-Médoc, Lesparre-Médoc, Nouvelle-Aquitaine, France métropolitaine, 33480, France","(45.0564852, -0.7736381, 0.0)",45.0564852,-0.7736381,0.0
350,France,Muscadet,Melon,85.0,"Muscadet, France","Le Muscadet, Mouchamps, La Roche-sur-Yon, Vendée, Pays de la Loire, France métropolitaine, 85640, France","(46.7565822, -1.0936347, 0.0)",46.7565822,-1.0936347,0.0
351,France,Muscadet Coteaux de la Loire,Melon,86.0,"Muscadet Coteaux de la Loire, France",,,,,
352,France,Muscadet Côtes de Grandlieu,Melon,87.5,"Muscadet Côtes de Grandlieu, France",,,,,
353,France,Muscadet Sèvre et Maine,Melon,89.0,"Muscadet Sèvre et Maine, France",,,,,
354,France,Muscadet Sèvre et Maine Clisson,Melon,91.0,"Muscadet Sèvre et Maine Clisson, France",,,,,
355,France,Muscat de Beaumes de Venise,Muscat,87.0,"Muscat de Beaumes de Venise, France",,,,,
356,France,Muscat de Rivesaltes,Muscat d'Alexandrie,88.0,"Muscat de Rivesaltes, France",,,,,
357,France,Musigny,Pinot Noir,95.5,"Musigny, France","Musigny, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21230, France","(47.163835, 4.5172082, 0.0)",47.163835,4.5172082,0.0
358,France,Mâcon,Chardonnay,86.0,"Mâcon, France","Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71000, France","(46.3036683, 4.8322266, 0.0)",46.3036683,4.8322266,0.0
359,France,Mâcon Chaintré,Chardonnay,86.0,"Mâcon Chaintré, France","Rue Mâcon-Chaintré, En Gelée, Loché, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71000, France","(46.279561, 4.7786921, 0.0)",46.279561,4.7786921,0.0
360,France,Mâcon La Roche Vineuse,Chardonnay,88.0,"Mâcon La Roche Vineuse, France","Route de Mâcon, Linde, La Roche-Vineuse, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.3478903, 4.7168192, 0.0)",46.3478903,4.7168192,0.0
361,France,Mâcon Solutré,Chardonnay,87.0,"Mâcon Solutré, France","Solutré, Solutré-Pouilly, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.2969485, 4.7241794, 0.0)",46.2969485,4.7241794,0.0
362,France,Mâcon-Azé,Chardonnay,87.0,"Mâcon-Azé, France","Azé, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71260, France","(46.431937, 4.7607483, 0.0)",46.431937,4.7607483,0.0
363,France,Mâcon-Chardonnay,Chardonnay,85.0,"Mâcon-Chardonnay, France","Chardonnay, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71700, France","(46.5097977, 4.862258, 0.0)",46.5097977,4.862258,0.0
364,France,Mâcon-Charnay,Chardonnay,88.0,"Mâcon-Charnay, France","Charnay-lès-Mâcon, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71850, France","(46.3098212, 4.784542, 0.0)",46.3098212,4.784542,0.0
365,France,Mâcon-Cruzille,Chardonnay,86.5,"Mâcon-Cruzille, France","Cruzille, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71260, France","(46.506425, 4.7968947, 0.0)",46.506425,4.7968947,0.0
366,France,Mâcon-Davayé,Chardonnay,88.5,"Mâcon-Davayé, France","Route de Mâcon, Moulin Satin, Davayé, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.2989681, 4.7653692, 0.0)",46.2989681,4.7653692,0.0
367,France,Mâcon-Fuissé,Chardonnay,87.5,"Mâcon-Fuissé, France","Fuissé, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.2798941, 4.7441091, 0.0)",46.2798941,4.7441091,0.0
368,France,Mâcon-Loché,Chardonnay,87.0,"Mâcon-Loché, France","Mâcon-Loché-TGV, Chemin de la Balme, Loché, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71000, France","(46.2829122, 4.7788492, 0.0)",46.2829122,4.7788492,0.0
369,France,Mâcon-Lugny,Chardonnay,86.0,"Mâcon-Lugny, France","Rue de Mâcon, Saint-Pierre, Lugny, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71260, France","(46.4738658, 4.807747, 0.0)",46.4738658,4.807747,0.0
370,France,Mâcon-Milly Lamartine,Chardonnay,88.0,"Mâcon-Milly Lamartine, France","Route de Mâcon, Milly-Lamartine, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.3508165, 4.700772, 0.0)",46.3508165,4.700772,0.0
371,France,Mâcon-Pierreclos,Chardonnay,85.0,"Mâcon-Pierreclos, France","Route de Mâcon, Les Chenelières, Bussières, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.3338446, 4.692127, 0.0)",46.3338446,4.692127,0.0
372,France,Mâcon-Péronne,Chardonnay,85.5,"Mâcon-Péronne, France","Péronne, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71260, France","(46.4385322, 4.8096295, 0.0)",46.4385322,4.8096295,0.0
373,France,Mâcon-Uchizy,Chardonnay,89.0,"Mâcon-Uchizy, France","Mairire de Farges-lès-Mâcon, Grande Rue, Farges-lès-Mâcon, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71700, France","(46.5122378, 4.8982181, 0.0)",46.5122378,4.8982181,0.0
374,France,Mâcon-Vergisson,Chardonnay,87.0,"Mâcon-Vergisson, France","Rue du Château de France, Le Repostère, Vergisson, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.3091845, 4.7126498, 0.0)",46.3091845,4.7126498,0.0
375,France,Mâcon-Verze,Chardonnay,88.0,"Mâcon-Verze, France","Route de Mâcon, Igé, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71960, France","(46.3869887, 4.7516351, 0.0)",46.3869887,4.7516351,0.0
376,France,Mâcon-Villages,Chardonnay,86.0,"Mâcon-Villages, France","Sennecé-lès-Mâcon, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71870, France","(46.3584804, 4.832463, 0.0)",46.3584804,4.832463,0.0
377,France,Mâcon-Vinzelles,Chardonnay,85.5,"Mâcon-Vinzelles, France","Varennes-lès-Mâcon, Route Nationale 6, La Condemine, Varennes-lès-Mâcon, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71680, France","(46.2732104, 4.7991224, 0.0)",46.2732104,4.7991224,0.0
378,France,Médoc,Cabernet Sauvignon,87.0,"Médoc, France","Le Médoc, Biron, Jonzac, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17800, France","(45.5613041, -0.489107, 0.0)",45.5613041,-0.489107,0.0
379,France,Nuits-St.-Georges,Pinot Noir,90.5,"Nuits-St.-Georges, France","Nuits-Saint-Georges, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21700, France","(47.134979, 4.9540989, 0.0)",47.134979,4.9540989,0.0
380,France,Pacherenc du Vic Bilh,White Blend,93.0,"Pacherenc du Vic Bilh, France",,,,,
381,France,Patrimonio,White Blend,89.0,"Patrimonio, France","Patrimonio, Calvi, Haute-Corse, Corse, France métropolitaine, 20253, France","(42.7007387, 9.3645244, 0.0)",42.7007387,9.3645244,0.0
382,France,Pauillac,Bordeaux-style Red Blend,93.0,"Pauillac, France","Pauillac, Lesparre-Médoc, Nouvelle-Aquitaine, France métropolitaine, 33250, France","(45.1995626, -0.7484994, 0.0)",45.1995626,-0.7484994,0.0
383,France,Pays d'Oc,White Blend,88.0,"Pays d'Oc, France","Pays d'Oc, Rue Pierre Paul Riquet, Les Chalets - Saint-Aubin - Saint-Étienne, Toulouse Centre, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31000, France","(43.604764, 1.4540399, 0.0)",43.604764,1.4540399,0.0
384,France,Pays de Loire,Chardonnay,85.0,"Pays de Loire, France","Pays de la Loire, France métropolitaine, France","(47.6594864, -0.8186143, 0.0)",47.6594864,-0.8186143,0.0
385,France,Pernand-Vergelesses,Pinot Noir,92.0,"Pernand-Vergelesses, France","Pernand-Vergelesses, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21420, France","(47.078957, 4.853803, 0.0)",47.078957,4.853803,0.0
386,France,Pessac-Léognan,Sauvignon Blanc,93.0,"Pessac-Léognan, France",,,,,
387,France,Petit Chablis,Chardonnay,85.0,"Petit Chablis, France","Le Petit Lechet, Chablis, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89800, France","(47.8133804, 3.7692048, 0.0)",47.8133804,3.7692048,0.0
388,France,Picpoul de Pinet,Picpoul,86.0,"Picpoul de Pinet, France","Avenue du Picpoul, Pinet, Béziers, Hérault, Occitanie, France métropolitaine, 34850, France","(43.4069838, 3.509504, 0.0)",43.4069838,3.509504,0.0
389,France,Pomerol,Merlot,91.5,"Pomerol, France","Pomerol, Libourne, Nouvelle-Aquitaine, France métropolitaine, 33500, France","(44.9311234, -0.1999904, 0.0)",44.9311234,-0.1999904,0.0
390,France,Pommard,Pinot Noir,91.0,"Pommard, France","Pommard, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21630, France","(47.0087919, 4.7962295, 0.0)",47.0087919,4.7962295,0.0
391,France,Pouilly-Fuissé,Chardonnay,89.0,"Pouilly-Fuissé, France",,,,,
392,France,Pouilly-Fumé,White Blend,92.0,"Pouilly-Fumé, France",,,,,
393,France,Pouilly-Loché,Chardonnay,88.0,"Pouilly-Loché, France","Chemin des Pouilly, La Colonge, Loché, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71000, France","(46.2784659, 4.7688545, 0.0)",46.2784659,4.7688545,0.0
394,France,Pouilly-Vinzelles,Chardonnay,87.5,"Pouilly-Vinzelles, France","Rue Pouilly-Vinzelles, Le Colombier, Loché, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71000, France","(46.279805, 4.7816133, 0.0)",46.279805,4.7816133,0.0
